chr1	0	999999	0
chr1	1000000	1999999	2
chr1	2000000	2999999	5
chr1	3000000	3999999	2
chr1	4000000	4999999	1
chr1	5000000	5999999	3
chr1	6000000	6999999	3
chr1	7000000	7999999	2
chr1	8000000	8999999	2
chr1	9000000	9999999	2
chr1	10000000	10999999	2
chr1	11000000	11999999	5
chr1	12000000	12999999	2
chr1	13000000	13999999	1
chr1	14000000	14999999	0
chr1	15000000	15999999	0
chr1	16000000	16999999	2
chr1	17000000	17999999	3
chr1	18000000	18999999	0
chr1	19000000	19999999	0
chr1	20000000	20999999	0
chr1	21000000	21999999	0
chr1	22000000	22999999	2
chr1	23000000	23999999	1
chr1	24000000	24999999	0
chr1	25000000	25999999	2
chr1	26000000	26999999	2
chr1	27000000	27999999	0
chr1	28000000	28999999	2
chr1	29000000	29999999	0
chr1	30000000	30999999	0
chr1	31000000	31999999	3
chr1	32000000	32999999	2
chr1	33000000	33999999	4
chr1	34000000	34999999	2
chr1	35000000	35999999	3
chr1	36000000	36999999	1
chr1	37000000	37999999	1
chr1	38000000	38999999	0
chr1	39000000	39999999	1
chr1	40000000	40999999	1
chr1	41000000	41999999	1
chr1	42000000	42999999	3
chr1	43000000	43999999	1
chr1	44000000	44999999	2
chr1	45000000	45999999	7
chr1	46000000	46999999	2
chr1	47000000	47999999	0
chr1	48000000	48999999	3
chr1	49000000	49999999	2
chr1	50000000	50999999	0
chr1	51000000	51999999	0
chr1	52000000	52999999	5
chr1	53000000	53999999	2
chr1	54000000	54999999	4
chr1	55000000	55999999	1
chr1	56000000	56999999	1
chr1	57000000	57999999	2
chr1	58000000	58999999	3
chr1	59000000	59999999	2
chr1	60000000	60999999	3
chr1	61000000	61999999	1
chr1	62000000	62999999	4
chr1	63000000	63999999	0
chr1	64000000	64999999	4
chr1	65000000	65999999	2
chr1	66000000	66999999	3
chr1	67000000	67999999	1
chr1	68000000	68999999	1
chr1	69000000	69999999	2
chr1	70000000	70999999	0
chr1	71000000	71999999	2
chr1	72000000	72999999	0
chr1	73000000	73999999	0
chr1	74000000	74999999	0
chr1	75000000	75999999	0
chr1	76000000	76999999	0
chr1	77000000	77999999	4
chr1	78000000	78999999	1
chr1	79000000	79999999	2
chr1	80000000	80999999	1
chr1	81000000	81999999	0
chr1	82000000	82999999	3
chr1	83000000	83999999	2
chr1	84000000	84999999	0
chr1	85000000	85999999	0
chr1	86000000	86999999	1
chr1	87000000	87999999	1
chr1	88000000	88999999	2
chr1	89000000	89999999	1
chr1	90000000	90999999	1
chr1	91000000	91999999	1
chr1	92000000	92999999	2
chr1	93000000	93999999	2
chr1	94000000	94999999	2
chr1	95000000	95999999	0
chr1	96000000	96999999	0
chr1	97000000	97999999	1
chr1	98000000	98999999	0
chr1	99000000	99999999	2
chr1	100000000	100999999	1
chr1	101000000	101999999	0
chr1	102000000	102999999	0
chr1	103000000	103999999	3
chr1	104000000	104999999	1
chr1	105000000	105999999	4
chr1	106000000	106999999	1
chr1	107000000	107999999	3
chr1	108000000	108999999	0
chr1	109000000	109999999	1
chr1	110000000	110999999	0
chr1	111000000	111999999	2
chr1	112000000	112999999	1
chr1	113000000	113999999	0
chr1	114000000	114999999	0
chr1	115000000	115999999	0
chr1	116000000	116999999	3
chr1	117000000	117999999	1
chr1	118000000	118999999	1
chr1	119000000	119999999	0
chr1	120000000	120999999	2
chr1	121000000	121999999	2
chr1	122000000	122999999	0
chr1	123000000	123999999	1
chr1	124000000	124999999	1
chr1	125000000	125999999	0
chr1	126000000	126999999	3
chr1	127000000	127999999	1
chr1	128000000	128999999	1
chr1	129000000	129999999	1
chr1	130000000	130999999	1
chr1	131000000	131999999	0
chr1	132000000	132999999	2
chr1	133000000	133999999	1
chr1	134000000	134999999	1
chr1	135000000	135999999	0
chr1	136000000	136999999	1
chr1	137000000	137999999	1
chr1	138000000	138999999	1
chr1	139000000	139999999	1
chr1	140000000	140999999	1
chr1	141000000	141999999	3
chr1	142000000	142999999	4
chr1	143000000	143999999	1
chr1	144000000	144999999	0
chr1	145000000	145999999	1
chr1	146000000	146999999	0
chr1	147000000	147999999	2
chr1	148000000	148999999	0
chr1	149000000	149999999	0
chr1	150000000	150999999	0
chr1	151000000	151999999	1
chr1	152000000	152999999	1
chr1	153000000	153999999	0
chr1	154000000	154999999	0
chr1	155000000	155999999	0
chr1	156000000	156999999	1
chr1	157000000	157999999	1
chr1	158000000	158999999	1
chr1	159000000	159999999	2
chr1	160000000	160999999	0
chr1	161000000	161999999	0
chr1	162000000	162999999	1
chr1	163000000	163999999	5
chr1	164000000	164999999	0
chr1	165000000	165999999	0
chr1	166000000	166999999	0
chr1	167000000	167999999	1
chr1	168000000	168999999	0
chr1	169000000	169999999	0
chr1	170000000	170999999	0
chr1	171000000	171999999	1
chr1	172000000	172999999	0
chr1	173000000	173999999	2
chr1	174000000	174999999	1
chr1	175000000	175999999	0
chr1	176000000	176999999	0
chr1	177000000	177999999	0
chr1	178000000	178999999	3
chr1	179000000	179999999	3
chr1	180000000	180999999	1
chr1	181000000	181999999	1
chr1	182000000	182999999	2
chr1	183000000	183999999	2
chr1	184000000	184999999	1
chr1	185000000	185999999	1
chr1	186000000	186999999	1
chr1	187000000	187999999	0
chr1	188000000	188999999	1
chr1	189000000	189999999	5
chr1	190000000	190999999	2
chr1	191000000	191999999	0
chr1	192000000	192999999	1
chr1	193000000	193999999	1
chr1	194000000	194999999	2
chr1	195000000	195999999	1
chr1	196000000	196999999	2
chr1	197000000	197999999	2
chr1	198000000	198999999	1
chr1	199000000	199999999	1
chr1	200000000	200999999	0
chr1	201000000	201999999	6
chr1	202000000	202999999	1
chr1	203000000	203999999	0
chr1	204000000	204999999	1
chr1	205000000	205999999	2
chr1	206000000	206999999	4
chr1	207000000	207999999	0
chr1	208000000	208999999	0
chr1	209000000	209999999	3
chr1	210000000	210999999	0
chr1	211000000	211999999	3
chr1	212000000	212999999	2
chr1	213000000	213999999	1
chr1	214000000	214999999	2
chr1	215000000	215999999	3
chr1	216000000	216999999	1
chr1	217000000	217999999	3
chr1	218000000	218999999	0
chr1	219000000	219999999	2
chr1	220000000	220999999	0
chr1	221000000	221999999	2
chr1	222000000	222999999	0
chr1	223000000	223999999	0
chr1	224000000	224999999	0
chr1	225000000	225999999	3
chr1	226000000	226999999	3
chr1	227000000	227999999	1
chr1	228000000	228999999	4
chr1	229000000	229999999	1
chr1	230000000	230999999	0
chr1	231000000	231999999	2
chr1	232000000	232999999	4
chr1	233000000	233999999	2
chr1	234000000	234999999	2
chr1	235000000	235999999	0
chr1	236000000	236999999	0
chr1	237000000	237999999	0
chr1	238000000	238999999	1
chr1	239000000	239999999	3
chr1	240000000	240999999	1
chr1	241000000	241999999	0
chr1	242000000	242999999	1
chr1	243000000	243999999	4
chr1	244000000	244999999	1
chr1	245000000	245999999	0
chr1	246000000	246999999	0
chr1	247000000	247999999	0
chr1	248000000	248999999	2
chr1	249000000	249999999	1
chr1	250000000	250999999	0
chr1	251000000	251999999	1
chr1	252000000	252999999	2
chr1	253000000	253999999	0
chr1	254000000	254999999	2
chr1	255000000	255999999	1
chr1	256000000	256999999	3
chr1	257000000	257999999	0
chr1	258000000	258999999	2
chr1	259000000	259999999	0
chr1	260000000	260999999	4
chr1	261000000	261999999	1
chr1	262000000	262999999	3
chr1	263000000	263999999	2
chr1	264000000	264999999	1
chr1	265000000	265999999	0
chr1	266000000	266999999	3
